(4, 3, {'free_bw': 8.039509031034559, 'delay': 0, 'loss': 0.0006769774143899612, 'used_bw': 9.960490968965441, 'pkt_err': 0.0, 'pkt_drop': 11, 'distance': 33.54})
(23, 22, {'free_bw': 12.04666386806525, 'delay': 2.0542144775390625, 'loss': 0.0008162961854412588, 'used_bw': 8.95333613193475, 'pkt_err': 0.0, 'pkt_drop': 7, 'distance': 50.25})
(25, 21, {'free_bw': 24.999808134305987, 'delay': 0, 'loss': 0.0, 'used_bw': 0.0001918656940141976, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 50.0})
(25, 26, {'free_bw': 29.999856100729488, 'delay': 2.6383399963378906, 'loss': 0.0, 'used_bw': 0.00014389927051064818, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 50.25})
(25, 28, {'free_bw': 10.688430227908757, 'delay': 1.0883808135986328, 'loss': 0.0010215519453033392, 'used_bw': 8.311569772091243, 'pkt_err': 0.0, 'pkt_drop': 5, 'distance': 50.0})
(25, 22, {'free_bw': 3.8532741629187264, 'delay': 1.2642145156860352, 'loss': 0.0005660265859274027, 'used_bw': 17.146725837081274, 'pkt_err': 0.0, 'pkt_drop': 10, 'distance': 32.02})
(21, 17, {'free_bw': 27.999904067152993, 'delay': 3.5581588745117188, 'loss': 0.0, 'used_bw': 9.59328470070988e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 42.43})
(21, 22, {'free_bw': 18.999904067152993, 'delay': 0, 'loss': 0.0, 'used_bw': 9.59328470070988e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 60.21})
(30, 27, {'free_bw': 14.12429065467276, 'delay': 3.3354759216308594, 'loss': 0.0009497987208792548, 'used_bw': 8.87570934532724, 'pkt_err': 0.0, 'pkt_drop': 6, 'distance': 44.72})
(30, 26, {'free_bw': 21.999856100729488, 'delay': 2.107858657836914, 'loss': 0.0, 'used_bw': 0.00014389927051063512, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 26.93})
(30, 29, {'free_bw': 24.999904047976013, 'delay': 2.6656389236450195, 'loss': 0.0, 'used_bw': 9.595202398800495e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 50.0})
(27, 26, {'free_bw': 25.999904067152993, 'delay': 2.5267601013183594, 'loss': 0.0, 'used_bw': 9.593284700709008e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 30.41})
(28, 29, {'free_bw': 14.770442778610784, 'delay': 2.2107362747192383, 'loss': 0.00022676028837114858, 'used_bw': 8.229557221389216, 'pkt_err': 0.0, 'pkt_drop': 1, 'distance': 50.0})
(17, 22, {'free_bw': 5.44834702648695, 'delay': 2.3049116134643555, 'loss': 0.00031525846471476505, 'used_bw': 17.55165297351305, 'pkt_err': 0.0, 'pkt_drop': 4, 'distance': 46.1})
(2, 1, {'free_bw': 26.99990407673861, 'delay': 1.777052879333496, 'loss': 0.0, 'used_bw': 9.592326139088911e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 33.54})
