(4, 3, {'free_bw': 14.868999900129806, 'delay': 0, 'loss': 0.004584129189095329, 'used_bw': 3.1310000998701937, 'pkt_err': 0.0, 'pkt_drop': 3, 'distance': 33.54})
(15, 14, {'free_bw': 27.999903971191358, 'delay': 1.7455816268920898, 'loss': 0.0, 'used_bw': 9.602880864258991e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 41.23})
(15, 18, {'free_bw': 20.14848297213633, 'delay': 4.257798194885254, 'loss': 0.0016581922990534736, 'used_bw': 2.851517027863671, 'pkt_err': 0.0, 'pkt_drop': 1, 'distance': 20.0})
(15, 19, {'free_bw': 24.898184360331545, 'delay': 4.233360290527344, 'loss': 0.0031256793024620404, 'used_bw': 3.1018156396684557, 'pkt_err': 0.0, 'pkt_drop': 2, 'distance': 53.85})
(15, 17, {'free_bw': 23.89935587117425, 'delay': 1.4722347259521484, 'loss': 0.0, 'used_bw': 3.1006441288257505, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 44.72})
(14, 13, {'free_bw': 18.999855956787037, 'delay': 4.342555999755859, 'loss': 0.0, 'used_bw': 0.00014404321296389142, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 30.0})
(14, 19, {'free_bw': 14.255213822031346, 'delay': 2.721071243286133, 'loss': 0.0, 'used_bw': 1.7447861779686549, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 31.62})
(13, 20, {'free_bw': 12.394247874362476, 'delay': 2.316713333129883, 'loss': 0.0, 'used_bw': 5.605752125637524, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 30.0})
(20, 24, {'free_bw': 19.795753698520564, 'delay': 2.241373062133789, 'loss': 0.0014936980150667366, 'used_bw': 3.2042463014794382, 'pkt_err': 0.0, 'pkt_drop': 2, 'distance': 31.62})
(20, 19, {'free_bw': 15.99990412463797, 'delay': 2.208232879638672, 'loss': 0.0, 'used_bw': 9.58753620293626e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 20.0})
(24, 19, {'free_bw': 13.151612954818027, 'delay': 2.4389028549194336, 'loss': 0.0, 'used_bw': 4.848387045181973, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 31.62})
(24, 27, {'free_bw': 15.049493802478962, 'delay': 2.646803855895996, 'loss': 0.0009197529487836965, 'used_bw': 4.9505061975210385, 'pkt_err': 0.0, 'pkt_drop': 1, 'distance': 41.23})
(24, 23, {'free_bw': 25.999904124637972, 'delay': 2.2722482681274414, 'loss': 0.0, 'used_bw': 9.58753620293626e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 22.36})
(18, 19, {'free_bw': 24.999856186956954, 'delay': 2.645254135131836, 'loss': 0.0, 'used_bw': 0.00014381304304403737, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 50.0})
(18, 17, {'free_bw': 21.999856186956954, 'delay': 2.624034881591797, 'loss': 0.0, 'used_bw': 0.0001438130430440439, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 40.0})
(18, 22, {'free_bw': 7.001385537355225, 'delay': 2.5719404220581055, 'loss': 0.0008236769362786875, 'used_bw': 2.998614462644775, 'pkt_err': 0.0, 'pkt_drop': 1, 'distance': 36.4})
(18, 23, {'free_bw': 10.185700359568566, 'delay': 2.2138357162475586, 'loss': 0.001850118242902134, 'used_bw': 2.814299640431434, 'pkt_err': 0.0, 'pkt_drop': 2, 'distance': 56.57})
(19, 23, {'free_bw': 17.999856186956954, 'delay': 0.9726285934448242, 'loss': 0.0, 'used_bw': 0.0001438130430440439, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 41.23})
(23, 26, {'free_bw': 16.20948130373924, 'delay': 1.1143684387207031, 'loss': 0.00186952705293627, 'used_bw': 2.790518696260761, 'pkt_err': 0.0, 'pkt_drop': 2, 'distance': 32.02})
(23, 27, {'free_bw': 12.999808249275942, 'delay': 2.3145675659179688, 'loss': 0.0, 'used_bw': 0.0001917507240587252, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 31.62})
(23, 22, {'free_bw': 19.34339199041245, 'delay': 2.201080322265625, 'loss': 0.0026744354364391138, 'used_bw': 1.6566080095875493, 'pkt_err': 0.0, 'pkt_drop': 2, 'distance': 50.25})
(25, 21, {'free_bw': 24.999856201318156, 'delay': 2.4608373641967773, 'loss': 0.0, 'used_bw': 0.00014379868184542116, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 50.0})
(25, 26, {'free_bw': 29.99985602879424, 'delay': 2.5702714920043945, 'loss': 0.0, 'used_bw': 0.00014397120575884893, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 50.25})
(25, 28, {'free_bw': 18.20551310262053, 'delay': 3.347039222717285, 'loss': 0.003855689712786168, 'used_bw': 0.7944868973794722, 'pkt_err': 0.0, 'pkt_drop': 1, 'distance': 50.0})
(25, 22, {'free_bw': 17.24163324011176, 'delay': 6.095647811889648, 'loss': 0.0036847940830838075, 'used_bw': 3.7583667598882404, 'pkt_err': 0.0, 'pkt_drop': 3, 'distance': 32.02})
(21, 17, {'free_bw': 27.999904134212102, 'delay': 5.290031433105469, 'loss': 0.0, 'used_bw': 9.586578789694309e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 42.43})
(21, 22, {'free_bw': 18.999904134212102, 'delay': 1.555800437927246, 'loss': 0.0, 'used_bw': 9.586578789694745e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 60.21})
(30, 27, {'free_bw': 21.25347435769264, 'delay': 2.2034645080566406, 'loss': 0.0023937327723777746, 'used_bw': 1.7465256423073598, 'pkt_err': 0.0, 'pkt_drop': 1, 'distance': 44.72})
(30, 26, {'free_bw': 21.99985602879424, 'delay': 2.774834632873535, 'loss': 0.0, 'used_bw': 0.00014397120575884893, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 26.93})
(30, 29, {'free_bw': 24.99990398079616, 'delay': 2.6721954345703125, 'loss': 0.0, 'used_bw': 9.60192038407677e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 50.0})
(27, 26, {'free_bw': 25.999856043187044, 'delay': 3.576993942260742, 'loss': 0.0, 'used_bw': 0.00014395681295611092, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 30.41})
(28, 29, {'free_bw': 22.211618323664737, 'delay': 3.611922264099121, 'loss': 0.0, 'used_bw': 0.7883816763352633, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 50.0})
(1, 2, {'free_bw': 26.99985598559856, 'delay': 3.069758415222168, 'loss': 0.0, 'used_bw': 0.00014401440144014695, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 33.54})
(17, 22, {'free_bw': 20.514165233046622, 'delay': 1.4085769653320312, 'loss': 0.002807987277264918, 'used_bw': 2.485834766953379, 'pkt_err': 0.0, 'pkt_drop': 2, 'distance': 46.1})
