(4, 3, {'free_bw': 8.037809609429141, 'delay': 0, 'loss': 0.0002021722998399587, 'used_bw': 9.962190390570859, 'pkt_err': 0.0, 'pkt_drop': 6, 'distance': 33.54})
(24, 23, {'free_bw': 25.99990417248952, 'delay': 3.5562515258789062, 'loss': 0.0, 'used_bw': 9.582751048113369e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 22.36})
(24, 19, {'free_bw': 0.6028828756854594, 'delay': 323.11272621154785, 'loss': 7.35618289409714e-05, 'used_bw': 17.39711712431454, 'pkt_err': 0.0, 'pkt_drop': 3, 'distance': 31.62})
(20, 19, {'free_bw': 15.999904344360303, 'delay': 0.8618831634521484, 'loss': 0.0, 'used_bw': 9.565563969708993e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 20.0})
(18, 19, {'free_bw': 24.999904143784324, 'delay': 1.2646913528442383, 'loss': 0.0, 'used_bw': 9.585621567648214e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 50.0})
(18, 22, {'free_bw': 1.066561119440376, 'delay': 16.96169376373291, 'loss': 0.0, 'used_bw': 8.933438880559624, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 36.4})
(18, 17, {'free_bw': 21.99990443006471, 'delay': 3.117799758911133, 'loss': 0.0, 'used_bw': 9.556993529118896e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 40.0})
(18, 23, {'free_bw': 3.632443778111046, 'delay': 3.1762123107910156, 'loss': 0.0009338981569007859, 'used_bw': 9.367556221888954, 'pkt_err': 0.0, 'pkt_drop': 22, 'distance': 56.57})
(19, 23, {'free_bw': 17.99990417248952, 'delay': 1.1677742004394531, 'loss': 0.0, 'used_bw': 9.582751048113369e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 41.23})
(23, 27, {'free_bw': 12.999904172489519, 'delay': 8.132338523864746, 'loss': 0.0, 'used_bw': 9.582751048113369e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 31.62})
(23, 22, {'free_bw': 12.072747454581778, 'delay': 5.7305097579956055, 'loss': 0.0009526617336459638, 'used_bw': 8.927252545418222, 'pkt_err': 0.0, 'pkt_drop': 18, 'distance': 50.25})
(23, 26, {'free_bw': 9.718527283630111, 'delay': 5.330085754394531, 'loss': 0.0008966643560735861, 'used_bw': 9.281472716369889, 'pkt_err': 0.0, 'pkt_drop': 21, 'distance': 32.02})
(25, 21, {'free_bw': 24.999904277594975, 'delay': 6.650805473327637, 'loss': 0.0, 'used_bw': 9.572240502543064e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 50.0})
(25, 26, {'free_bw': 29.999904287138584, 'delay': 2.8144121170043945, 'loss': 0.0, 'used_bw': 9.571286141575517e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 50.25})
(25, 28, {'free_bw': 10.712421178581733, 'delay': 2.238154411315918, 'loss': 0.0014441122768339219, 'used_bw': 8.287578821418267, 'pkt_err': 0.0, 'pkt_drop': 21, 'distance': 50.0})
(25, 22, {'free_bw': 3.8657701172466794, 'delay': 11.211633682250977, 'loss': 0.001958304197815483, 'used_bw': 17.13422988275332, 'pkt_err': 0.0, 'pkt_drop': 76, 'distance': 32.02})
(21, 17, {'free_bw': 27.999856645097065, 'delay': 2.7360916137695312, 'loss': 0.0, 'used_bw': 0.00014335490293678342, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 42.43})
(21, 22, {'free_bw': 18.999904105483967, 'delay': 4.196286201477051, 'loss': 0.0, 'used_bw': 9.589451603236036e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 60.21})
(30, 27, {'free_bw': 14.359649985016846, 'delay': 3.444194793701172, 'loss': 0.0022173985773010817, 'used_bw': 8.640350014983154, 'pkt_err': 0.0, 'pkt_drop': 39, 'distance': 44.72})
(30, 26, {'free_bw': 21.99990443006471, 'delay': 1.4568567276000977, 'loss': 0.0, 'used_bw': 9.556993529118896e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 26.93})
(30, 29, {'free_bw': 24.999856645097065, 'delay': 4.755139350891113, 'loss': 0.0, 'used_bw': 0.00014335490293678342, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 50.0})
(27, 26, {'free_bw': 25.999904105483967, 'delay': 3.498673439025879, 'loss': 0.0, 'used_bw': 9.589451603236907e-05, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 30.41})
(28, 29, {'free_bw': 14.796415331010513, 'delay': 4.472613334655762, 'loss': 0.0, 'used_bw': 8.203584668989487, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 50.0})
(17, 22, {'free_bw': 5.492459765508038, 'delay': 2.287745475769043, 'loss': 0.0032374083516717644, 'used_bw': 17.507540234491962, 'pkt_err': 0.0, 'pkt_drop': 111, 'distance': 46.1})
(2, 1, {'free_bw': 26.999856530835906, 'delay': 0.9174346923828125, 'loss': 0.0, 'used_bw': 0.0001434691640928657, 'pkt_err': 0.0, 'pkt_drop': 0, 'distance': 33.54})
